filename;fullpath;modified_utc;size_mb
pom30m_20180528T235959.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180528T235959.CSV;2018-05-31 10:39:56;0.124
pom30m_20180529T234551.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180529T234551.CSV;2018-05-29 23:45:53;0.008
pom30m_20180529T234921.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180529T234921.CSV;2018-06-01 10:28:52;0.026
pom30m_20180530T234551.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180530T234551.CSV;2018-06-02 10:27:08;0.008
pom30m_20180531T234551.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180531T234551.CSV;2018-06-03 10:27:08;0.008
pom30m_20180601T234551.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180601T234551.CSV;2018-06-04 10:27:09;0.008
pom30m_20180605T234618.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180605T234618.CSV;2018-06-05 23:46:22;0.012
pom30m_20180606T234551.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180606T234551.CSV;2018-06-06 23:45:54;0.008
pom30m_20180607T234546.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180607T234546.CSV;2018-06-07 23:45:49;0.007
pom30m_20180608T234549.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180608T234549.CSV;2018-06-08 23:45:53;0.008
pom30m_20180609T234551.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180609T234551.CSV;2018-06-09 23:45:54;0.007
pom30m_20180610T234551.CSV;D:\sites\ME\dT_ME\ThermoFisher\20180903\DT85_down\pom30m_20180610T234551.CSV;2018-06-10 23:45:54;0.007
